Drg,10,20,30,40,50,60,70,80,90
Drg0,0.935,0.934,0.944,0.939,0.936,0.938,0.938,0.94,0.941
Drg2,0.588,0.613,0.669,0.676,0.679,0.673,0.664,0.658,0.666
Drg3,0.629,0.667,0.686,0.743,0.741,0.779,0.771,0.773,0.779
Drg50,0.704,0.721,0.734,0.722,0.728,0.731,0.725,0.732,0.732
Drg52,0.682,0.664,0.685,0.709,0.696,0.701,0.703,0.701,0.672
Drg66,0.99,1.0,1.0,1.0,1.0,0.99,1.0,0.995,0.99
Drg67,0.854,0.843,0.826,0.85,0.854,0.842,0.848,0.849,0.838
Drg68,0.845,0.848,0.861,0.861,0.855,0.858,0.858,0.858,0.856
Drg69,0.776,0.794,0.791,0.782,0.784,0.792,0.799,0.799,0.804
Drg84,0.638,0.62,0.643,0.658,0.639,0.632,0.633,0.63,0.616
Drg96,0.743,0.747,0.789,0.799,0.803,0.823,0.838,0.815,0.833
Drg97,0.738,0.752,0.741,0.744,0.755,0.752,0.749,0.75,0.757
Drg178,0.855,0.828,0.838,0.834,0.826,0.811,0.832,0.811,0.804
Drg179,0.847,0.846,0.839,0.842,0.838,0.836,0.835,0.837,0.84
Drg256,0.722,0.729,0.729,0.743,0.748,0.745,0.74,0.736,0.734
Drg259,0.911,0.911,0.907,0.909,0.912,0.911,0.903,0.9,0.901
Drg261,0.689,0.692,0.696,0.709,0.709,0.685,0.692,0.698,0.693
Drg262,0.65,0.624,0.634,0.652,0.691,0.714,0.722,0.721,0.722
Drg263,0.739,0.746,0.75,0.748,0.75,0.763,0.754,0.755,0.751
Drg309,0.762,0.789,0.79,0.788,0.807,0.806,0.8,0.793,0.789
